,tracker_ids,tracker_class_name,bounding_boxes
118,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     974.13,      379.99,      1870.6,      2139.7], dtype=float32), array([     2421.4,      844.31,      2965.4,      1296.5], dtype=float32), array([     3479.9,      938.74,      3743.7,      1179.2], dtype=float32), array([     2928.4,      907.42,      3139.7,      1147.7], dtype=float32), array([     3225.8,      893.23,      3504.6,      1092.9], dtype=float32), array([     210.45,      715.51,      2158.6,      1957.2], dtype=float32)]"
119,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     948.79,       371.9,        1858,      2140.4], dtype=float32), array([     2413.4,      844.09,      2959.9,      1296.8], dtype=float32), array([       3478,      939.62,      3742.2,      1184.6], dtype=float32), array([     2924.7,       907.3,      3138.3,      1150.7], dtype=float32), array([     3223.1,      895.08,      3503.5,      1096.2], dtype=float32), array([     254.92,       714.5,      2182.2,      1956.2], dtype=float32)]"
120,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     924.52,      369.02,      1848.7,      2142.2], dtype=float32), array([     2407.1,       843.7,      2956.1,      1300.3], dtype=float32), array([     3476.3,      940.21,      3741.3,      1187.5], dtype=float32), array([     2919.2,      907.88,      3137.5,      1153.6], dtype=float32), array([     3216.4,      895.69,      3499.4,      1095.3], dtype=float32), array([     256.22,         716,      2196.6,      1835.9], dtype=float32)]"
121,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     909.65,      358.39,      1842.7,      2143.6], dtype=float32), array([     2401.7,      842.59,        2954,      1300.1], dtype=float32), array([       3475,      941.64,      3741.4,      1189.2], dtype=float32), array([     2911.5,      908.94,      3136.1,      1155.4], dtype=float32), array([     3211.5,      896.37,      3489.4,      1094.6], dtype=float32), array([     314.15,      715.42,      2226.9,      1886.3], dtype=float32)]"
122,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     894.51,      355.23,      1838.8,      2143.6], dtype=float32), array([     2395.8,      843.22,      2950.9,      1303.2], dtype=float32), array([     3473.6,      944.26,      3739.5,      1190.9], dtype=float32), array([     2895.3,      909.24,      3135.3,        1159], dtype=float32), array([     3209.7,      897.62,      3484.2,      1091.9], dtype=float32), array([     361.75,      716.29,      2249.4,      1894.1], dtype=float32)]"
123,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     883.37,      347.54,      1831.3,      2150.2], dtype=float32), array([     2391.7,      846.12,      2949.5,      1304.6], dtype=float32), array([     3473.7,      950.76,      3738.9,      1195.7], dtype=float32), array([     2887.2,      910.66,      3135.3,      1165.3], dtype=float32), array([     3207.7,      901.54,      3420.1,      1087.6], dtype=float32), array([     398.15,      711.63,      2251.3,        1819], dtype=float32)]"
124,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     857.59,      346.31,      1830.8,      2147.1], dtype=float32), array([     2384.2,      848.04,        2944,        1303], dtype=float32), array([     3472.4,      949.73,      3737.9,      1191.9], dtype=float32), array([     2885.1,      913.91,      3135.9,      1165.7], dtype=float32), array([       3203,      901.11,      3399.5,      1086.8], dtype=float32), array([     434.62,      713.74,      2268.8,      1781.8], dtype=float32)]"
125,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     844.14,      347.38,        1828,      2150.7], dtype=float32), array([     2380.4,      846.97,      2940.8,        1302], dtype=float32), array([     3472.8,      946.96,        3738,      1189.8], dtype=float32), array([     2883.1,       913.9,      3136.7,      1164.5], dtype=float32), array([     3202.6,      899.42,      3394.5,        1086], dtype=float32), array([     475.61,      715.37,      2284.2,      1771.7], dtype=float32)]"
126,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     808.84,      349.54,      1825.1,      2152.9], dtype=float32), array([     2374.2,      845.61,      2934.6,      1302.2], dtype=float32), array([     3472.4,      944.78,      3737.7,      1189.5], dtype=float32), array([     2875.1,      914.42,        3137,      1166.1], dtype=float32), array([     3199.3,      902.58,      3386.7,      1090.9], dtype=float32), array([     520.77,       718.9,      2298.4,      1778.4], dtype=float32)]"
127,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     800.16,      363.26,      1823.9,      2147.4], dtype=float32), array([     2367.7,      843.51,      2933.3,      1302.3], dtype=float32), array([     3472.1,      942.24,      3737.1,      1184.6], dtype=float32), array([     2869.3,      914.52,      3137.3,      1171.7], dtype=float32), array([     3195.6,      903.05,        3379,      1088.9], dtype=float32), array([     559.59,      720.62,      2312.1,      1784.1], dtype=float32)]"
128,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([      789.9,      367.13,      1822.1,      2146.8], dtype=float32), array([     2359.9,      841.45,      2929.5,      1300.3], dtype=float32), array([     3470.9,      940.26,        3735,      1182.2], dtype=float32), array([     2864.8,      915.52,        3137,      1171.4], dtype=float32), array([     3195.4,      900.55,        3381,      1088.1], dtype=float32), array([     592.09,      722.29,      2325.4,        1796], dtype=float32)]"
129,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     779.46,      371.01,      1818.8,        2149], dtype=float32), array([     2354.7,      841.05,      2924.8,      1300.7], dtype=float32), array([     3469.3,      939.74,      3734.1,      1183.9], dtype=float32), array([     2867.4,      920.26,      3135.8,      1176.1], dtype=float32), array([     3189.7,       900.5,      3381.2,      1087.1], dtype=float32), array([     621.79,      725.42,      2339.7,      1794.9], dtype=float32)]"
130,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     768.56,      371.23,      1810.3,      2151.5], dtype=float32), array([     2348.5,      840.93,      2918.2,      1302.8], dtype=float32), array([     3468.1,      940.09,      3732.7,      1181.4], dtype=float32), array([     2868.6,      923.71,        3135,        1178], dtype=float32), array([     3184.7,      900.12,      3383.5,        1087], dtype=float32), array([      655.4,      724.99,      2356.3,      1801.6], dtype=float32)]"
131,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     755.46,      372.72,      1804.9,      2150.6], dtype=float32), array([     2343.8,      840.33,      2919.9,      1302.5], dtype=float32), array([     3467.9,       940.1,      3731.4,      1179.2], dtype=float32), array([     2872.1,      926.93,        3135,      1178.3], dtype=float32), array([     3182.6,      899.51,      3385.7,      1088.8], dtype=float32), array([     687.63,      726.93,      2368.9,      1791.2], dtype=float32)]"
132,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     748.04,      379.75,      1799.4,      2149.6], dtype=float32), array([     2338.1,      839.38,      2917.2,      1301.3], dtype=float32), array([     3468.5,      940.14,      3730.3,      1178.9], dtype=float32), array([     2870.3,      926.79,        3135,      1175.9], dtype=float32), array([     3183.4,      899.26,      3389.7,      1086.8], dtype=float32), array([     720.42,       727.4,      2385.8,      1781.6], dtype=float32)]"
133,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     738.35,      384.03,      1794.4,        2150], dtype=float32), array([     2330.7,       839.1,      2914.8,      1300.4], dtype=float32), array([       3469,      941.87,      3729.6,      1180.8], dtype=float32), array([     2864.5,      927.55,      3135.3,      1178.8], dtype=float32), array([       3184,      903.91,      3385.4,      1090.8], dtype=float32), array([     754.61,      731.08,      2403.5,      1776.2], dtype=float32)]"
134,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     726.25,      387.38,        1791,      2149.7], dtype=float32), array([     2326.3,      838.77,      2912.4,      1302.5], dtype=float32), array([     3469.6,      942.97,      3729.8,      1181.9], dtype=float32), array([     2864.2,      928.21,      3135.7,        1179], dtype=float32), array([     3184.8,      904.94,      3387.2,      1088.9], dtype=float32), array([     790.34,      736.17,      2416.6,      1779.4], dtype=float32)]"
135,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([      714.4,      391.96,      1782.9,      2149.2], dtype=float32), array([     2322.9,      838.67,      2909.4,      1300.5], dtype=float32), array([     3469.7,      943.11,      3727.8,      1182.9], dtype=float32), array([     2865.3,      929.56,        3136,      1179.6], dtype=float32), array([     3185.7,      906.29,      3381.8,      1087.3], dtype=float32), array([     815.97,      738.78,      2431.9,      1772.3], dtype=float32)]"
136,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     703.12,      395.02,      1772.8,      2145.7], dtype=float32), array([     2328.4,       837.5,      2907.9,      1302.8], dtype=float32), array([     3470.7,      943.35,      3728.5,        1184], dtype=float32), array([     2863.8,      929.64,      3136.1,      1179.2], dtype=float32), array([     3184.8,      905.81,        3388,      1089.9], dtype=float32), array([     893.76,      738.73,      2447.5,      1775.3], dtype=float32)]"
137,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     689.29,      396.53,      1763.9,      2146.6], dtype=float32), array([     2337.7,      836.28,      2901.9,      1301.7], dtype=float32), array([     3469.9,      941.97,      3727.5,      1181.7], dtype=float32), array([     2858.4,      927.75,      3135.1,        1178], dtype=float32), array([     3185.4,      903.86,      3392.4,      1091.3], dtype=float32), array([     1062.5,      736.88,      2462.3,      1762.2], dtype=float32)]"
138,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     675.73,      400.85,      1757.8,        2146], dtype=float32), array([       2321,      836.21,      2901.3,        1302], dtype=float32), array([     3469.4,      941.49,      3725.6,      1180.7], dtype=float32), array([       2859,      928.92,      3134.7,      1179.7], dtype=float32), array([     3185.4,      905.08,      3387.3,      1087.6], dtype=float32), array([      953.4,      737.57,      2472.2,      1755.6], dtype=float32)]"
139,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     666.52,      399.82,      1753.4,      2145.3], dtype=float32), array([     2323.9,       835.9,      2894.2,      1303.8], dtype=float32), array([     3468.5,      940.48,        3723,      1179.8], dtype=float32), array([       2853,      928.37,        3134,      1179.6], dtype=float32), array([     3186.1,      907.03,      3387.1,      1090.8], dtype=float32), array([     1209.7,      739.23,      2483.7,      1754.6], dtype=float32)]"
140,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     659.69,      398.23,      1751.9,      2144.5], dtype=float32), array([     2333.8,      833.32,      2889.6,      1296.8], dtype=float32), array([     3469.1,       938.6,      3722.9,      1179.1], dtype=float32), array([     2851.1,      926.48,      3133.9,      1174.8], dtype=float32), array([     3185.7,      902.99,      3387.3,        1085], dtype=float32), array([     1331.2,      739.34,      2495.9,      1743.8], dtype=float32)]"
141,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     652.04,      391.88,      1748.5,      2144.2], dtype=float32), array([     2336.1,       831.3,      2889.2,      1290.9], dtype=float32), array([     3468.2,      934.82,      3721.1,      1174.3], dtype=float32), array([     2851.4,      925.76,      3133.6,      1169.4], dtype=float32), array([     3185.1,      898.12,      3389.9,      1079.6], dtype=float32), array([     1361.4,      741.28,      2512.3,      1726.3], dtype=float32)]"
142,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     646.85,      390.57,      1752.3,      2144.4], dtype=float32), array([     2341.3,      829.61,      2885.9,      1287.8], dtype=float32), array([     3466.6,      931.84,      3719.2,      1166.9], dtype=float32), array([     2853.6,      926.47,      3132.7,      1166.2], dtype=float32), array([     3181.5,      896.39,      3387.3,      1075.6], dtype=float32), array([     1369.8,      738.96,      2529.1,      1722.5], dtype=float32)]"
143,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     641.21,       387.7,      1750.2,      2144.8], dtype=float32), array([     2346.3,      827.82,      2879.8,      1283.3], dtype=float32), array([     3465.5,      930.74,        3717,      1167.6], dtype=float32), array([     2857.1,      928.24,      3132.2,        1169], dtype=float32), array([     3178.7,      896.12,        3386,      1072.9], dtype=float32), array([     1367.1,       742.2,      2540.8,        1702], dtype=float32)]"
144,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     637.34,       381.7,        1744,      2148.9], dtype=float32), array([     2350.5,      826.82,      2873.2,      1285.6], dtype=float32), array([     3465.4,      930.65,      3714.7,      1166.7], dtype=float32), array([     2858.2,      929.41,      3131.3,      1164.5], dtype=float32), array([     3176.6,      895.08,      3383.9,      1070.5], dtype=float32), array([     1366.8,      743.49,      2554.2,      1698.5], dtype=float32)]"
145,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     635.17,       373.7,      1739.6,      2148.5], dtype=float32), array([     2352.7,      826.73,        2876,      1291.3], dtype=float32), array([     3466.1,      930.34,      3713.8,      1162.6], dtype=float32), array([     2860.1,      931.82,      3130.8,      1167.4], dtype=float32), array([     3174.1,      894.56,      3381.7,      1067.5], dtype=float32), array([     1366.9,      744.19,      2567.1,      1698.5], dtype=float32)]"
146,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     636.37,      364.09,        1735,      2144.8], dtype=float32), array([     2355.1,      825.92,      2873.4,      1294.9], dtype=float32), array([     3464.9,      930.22,      3711.6,      1162.1], dtype=float32), array([     2860.7,      932.78,      3129.3,      1166.8], dtype=float32), array([     3168.4,      894.35,      3379.9,      1067.3], dtype=float32), array([     1372.5,      744.57,      2580.3,      1683.1], dtype=float32)]"
147,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     643.16,      352.46,      1731.8,      2142.7], dtype=float32), array([     2356.6,      825.94,      2867.4,        1295], dtype=float32), array([     3464.9,      932.29,      3709.7,      1155.8], dtype=float32), array([     2860.4,      933.08,      3128.5,      1172.1], dtype=float32), array([     3165.6,      894.68,      3376.9,      1064.6], dtype=float32), array([     1388.4,      744.87,      2592.5,      1685.2], dtype=float32)]"
148,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     648.27,      340.86,      1728.3,      2141.9], dtype=float32), array([     2358.3,      824.44,      2866.6,      1293.3], dtype=float32), array([     3466.3,      932.34,        3711,      1152.2], dtype=float32), array([     2864.7,      933.41,      3129.8,      1165.6], dtype=float32), array([       3163,      893.18,      3377.9,      1063.9], dtype=float32), array([     1405.8,      745.53,      2606.5,      1685.5], dtype=float32)]"
149,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     653.58,      322.83,        1723,      2140.7], dtype=float32), array([     2359.7,      823.69,      2856.3,      1292.1], dtype=float32), array([     3465.1,      932.35,      3710.3,      1150.8], dtype=float32), array([     2866.9,      933.22,      3129.1,        1165], dtype=float32), array([     3161.6,      891.26,      3377.2,      1063.7], dtype=float32), array([     1422.2,      747.39,      2618.5,      1674.8], dtype=float32)]"
150,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     656.81,      311.34,        1717,      2140.6], dtype=float32), array([     2362.6,      822.95,      2847.8,      1291.1], dtype=float32), array([     3463.8,      930.34,      3708.2,      1155.6], dtype=float32), array([     2868.9,      932.92,      3127.2,      1162.8], dtype=float32), array([     3163.2,      891.48,      3376.6,        1063], dtype=float32), array([     1439.9,      748.82,      2630.3,        1665], dtype=float32)]"
151,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     658.58,      300.45,      1713.7,      2138.9], dtype=float32), array([     2366.7,      823.08,      2838.6,      1287.5], dtype=float32), array([     3461.2,      931.92,      3705.5,      1150.9], dtype=float32), array([     2869.4,      934.58,      3124.3,      1168.2], dtype=float32), array([       3157,      894.99,      3372.1,        1068], dtype=float32), array([     1457.2,      751.79,      2640.6,      1666.3], dtype=float32)]"
152,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     658.61,      286.21,      1705.1,      2138.8], dtype=float32), array([       2374,      822.15,      2829.6,      1280.7], dtype=float32), array([     3458.9,      931.12,      3704.1,      1143.6], dtype=float32), array([     2868.8,      933.44,      3122.8,        1170], dtype=float32), array([     3155.1,      894.39,      3372.4,      1063.6], dtype=float32), array([     1467.8,      752.47,      2648.9,      1671.8], dtype=float32)]"
153,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     656.95,       279.4,      1696.8,      2139.2], dtype=float32), array([     2382.9,      820.66,      2823.1,      1279.6], dtype=float32), array([     3458.8,      927.26,      3704.2,      1139.4], dtype=float32), array([     2867.7,      929.97,        3123,      1167.9], dtype=float32), array([     3153.9,      894.89,      3369.7,      1060.1], dtype=float32), array([     1487.6,      753.32,      2664.3,      1668.1], dtype=float32)]"
154,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     658.67,      273.38,        1687,      2139.8], dtype=float32), array([     2390.5,      822.48,      2815.4,      1279.1], dtype=float32), array([     3458.6,      928.66,      3703.2,        1139], dtype=float32), array([     2863.9,      930.45,      3121.7,      1171.5], dtype=float32), array([     3147.1,      898.69,      3364.6,      1063.6], dtype=float32), array([     1498.7,      752.65,      2673.8,      1649.4], dtype=float32)]"
155,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     654.06,      268.47,      1675.2,      2140.5], dtype=float32), array([     2402.4,      822.59,      2809.9,      1278.8], dtype=float32), array([     3459.1,      930.68,      3703.3,      1139.6], dtype=float32), array([     2862.3,      931.27,      3121.5,      1177.7], dtype=float32), array([     3143.8,      899.89,      3360.1,      1064.4], dtype=float32), array([     1509.4,      752.26,      2690.1,      1646.6], dtype=float32)]"
156,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     652.42,      262.92,      1666.1,      2139.9], dtype=float32), array([     2416.4,      820.07,      2807.3,      1272.7], dtype=float32), array([     3459.9,      928.27,      3703.5,      1133.9], dtype=float32), array([     2861.1,      929.03,      3122.2,      1177.6], dtype=float32), array([     3143.2,       894.5,      3360.5,      1060.9], dtype=float32), array([     1517.5,      754.82,      2702.5,      1650.1], dtype=float32)]"
157,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     645.18,      261.08,      1656.8,      2141.4], dtype=float32), array([     2425.6,      819.45,      2806.8,      1274.1], dtype=float32), array([     3460.3,       927.8,      3703.2,      1133.9], dtype=float32), array([     2858.9,      927.74,      3121.3,      1179.4], dtype=float32), array([       3148,      891.62,      3358.7,      1061.1], dtype=float32), array([     1521.2,      756.84,      2713.3,      1637.5], dtype=float32)]"
158,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     636.04,      266.33,      1646.6,      2142.7], dtype=float32), array([     2434.9,      819.99,      2804.8,      1271.5], dtype=float32), array([     3457.6,      927.57,      3700.5,      1133.6], dtype=float32), array([     2855.2,      925.34,      3119.4,      1178.5], dtype=float32), array([     3137.4,      890.73,        3356,      1062.5], dtype=float32), array([     1519.5,      759.14,      2724.6,      1629.5], dtype=float32)]"
159,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     628.97,      262.64,        1633,      2141.3], dtype=float32), array([     2448.8,      819.97,      2801.1,      1265.3], dtype=float32), array([     3455.2,      927.18,      3697.8,      1131.8], dtype=float32), array([     2850.8,       917.2,      3117.8,      1172.1], dtype=float32), array([     3136.2,      890.38,      3353.6,      1063.7], dtype=float32), array([     1515.9,      758.88,      2732.7,      1623.3], dtype=float32)]"
160,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     623.41,      264.48,      1620.1,      2142.9], dtype=float32), array([     2462.4,      816.67,      2794.3,      1250.2], dtype=float32), array([     3454.4,      926.38,        3696,      1133.5], dtype=float32), array([     2849.2,      915.66,        3117,      1170.5], dtype=float32), array([     3139.5,      893.08,      3348.8,      1063.9], dtype=float32), array([     1513.7,      759.32,      2741.8,      1611.7], dtype=float32)]"
161,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     614.94,      263.08,      1607.9,      2147.9], dtype=float32), array([       2472,      812.47,      2790.2,      1254.1], dtype=float32), array([     3452.5,      923.99,      3696.9,      1132.6], dtype=float32), array([     2850.6,      914.21,        3116,      1167.2], dtype=float32), array([     3138.9,      892.64,      3346.4,      1062.7], dtype=float32), array([     1513.4,      759.02,      2750.6,      1614.4], dtype=float32)]"
162,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     608.37,      278.44,      1597.6,      2149.1], dtype=float32), array([     2483.2,      811.58,        2786,      1255.3], dtype=float32), array([     3451.2,       921.5,      3694.7,      1129.9], dtype=float32), array([     2851.4,      915.06,      3115.5,      1166.7], dtype=float32), array([     3143.6,      889.03,      3341.7,      1057.1], dtype=float32), array([     1511.5,      759.63,      2758.1,      1608.4], dtype=float32)]"
163,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     600.65,      288.84,      1587.6,      2149.9], dtype=float32), array([     2496.5,      808.39,      2784.4,      1248.4], dtype=float32), array([     3451.9,      921.23,        3696,      1128.7], dtype=float32), array([     2852.7,      914.66,      3116.5,        1168], dtype=float32), array([     3141.8,      884.39,      3343.1,      1055.8], dtype=float32), array([     1515.3,      758.23,      2760.2,      1605.4], dtype=float32)]"
164,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     593.47,      296.41,      1578.4,      2149.7], dtype=float32), array([     2512.1,      804.25,      2781.1,      1220.8], dtype=float32), array([     3451.8,      920.17,      3694.9,      1127.6], dtype=float32), array([     2853.3,      915.23,      3117.3,      1166.1], dtype=float32), array([     3139.6,      883.94,      3340.3,      1056.7], dtype=float32), array([     1524.3,      757.53,      2773.6,      1607.8], dtype=float32)]"
165,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     585.79,      299.77,      1567.1,      2149.1], dtype=float32), array([     2529.2,      801.74,      2774.9,      1180.6], dtype=float32), array([       3451,      918.96,      3694.8,      1124.9], dtype=float32), array([     2854.1,      914.62,      3117.2,      1167.2], dtype=float32), array([     3134.1,       883.5,      3337.4,      1055.3], dtype=float32), array([     1540.1,         755,      2786.5,      1604.1], dtype=float32)]"
166,"[1, 2, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car', 'car']","[array([     578.89,      302.51,      1557.5,      2144.3], dtype=float32), array([     2540.1,      799.38,        2777,      1128.2], dtype=float32), array([     3450.8,      916.27,      3695.1,      1126.1], dtype=float32), array([     2853.4,      912.08,      3116.6,      1167.6], dtype=float32), array([       3136,      880.91,      3334.7,      1049.2], dtype=float32), array([     1558.8,      751.37,      2799.6,      1598.1], dtype=float32)]"
167,"[1, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car']","[array([     567.55,      310.55,      1546.2,      2141.8], dtype=float32), array([     3448.8,      912.67,      3692.9,      1120.3], dtype=float32), array([       2848,      910.49,      3114.5,      1165.8], dtype=float32), array([     3135.2,      882.72,      3330.5,      1046.7], dtype=float32), array([     1577.2,      751.22,      2809.6,      1594.8], dtype=float32)]"
168,"[1, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car']","[array([     557.11,      312.66,      1535.3,      2141.3], dtype=float32), array([     3450.7,      909.61,      3693.2,      1119.9], dtype=float32), array([     2847.3,      909.48,      3115.4,      1164.8], dtype=float32), array([     3137.9,      881.02,      3330.4,        1043], dtype=float32), array([       1597,      750.16,      2820.6,      1588.3], dtype=float32)]"
169,"[1, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car']","[array([     542.53,      315.67,      1525.6,      2141.5], dtype=float32), array([     3451.6,      907.73,      3693.7,      1118.7], dtype=float32), array([     2845.6,       908.7,      3115.8,      1163.5], dtype=float32), array([       3134,      876.69,      3330.8,      1041.4], dtype=float32), array([     1618.4,      750.22,      2836.8,      1582.1], dtype=float32)]"
170,"[1, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car']","[array([     529.86,      316.13,        1518,      2141.1], dtype=float32), array([       3452,      909.01,      3693.3,      1120.3], dtype=float32), array([     2846.3,      909.17,      3115.2,      1162.8], dtype=float32), array([     3134.6,      872.21,      3333.4,      1041.2], dtype=float32), array([       1639,      749.41,      2848.5,      1581.1], dtype=float32)]"
171,"[1, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car']","[array([     518.71,      315.81,        1511,      2138.7], dtype=float32), array([     3448.6,      906.95,      3692.4,      1121.4], dtype=float32), array([     2849.5,      907.23,      3114.3,      1159.7], dtype=float32), array([     3137.4,      869.49,      3334.1,      1040.1], dtype=float32), array([     1656.9,       749.7,      2863.9,      1579.4], dtype=float32)]"
172,"[1, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car']","[array([     505.35,      309.13,      1505.7,      2137.8], dtype=float32), array([     3451.8,      905.94,        3691,      1119.8], dtype=float32), array([     2850.9,      906.52,      3113.9,      1157.5], dtype=float32), array([     3145.3,      867.96,      3330.6,      1035.6], dtype=float32), array([     1678.6,      747.57,      2870.1,      1571.7], dtype=float32)]"
173,"[1, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car']","[array([     489.44,      306.73,      1496.1,      2136.1], dtype=float32), array([       3447,      906.02,        3686,      1121.5], dtype=float32), array([       2849,      903.11,      3110.7,        1156], dtype=float32), array([     3137.9,      865.07,      3328.1,      1032.2], dtype=float32), array([     1693.3,      746.74,      2882.1,      1559.7], dtype=float32)]"
174,"[1, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car']","[array([     473.92,       301.3,      1486.9,      2136.7], dtype=float32), array([     3450.2,      903.36,      3689.3,      1120.2], dtype=float32), array([       2851,      901.89,      3114.6,      1156.2], dtype=float32), array([     3134.2,      862.78,      3331.2,      1029.4], dtype=float32), array([     1712.7,      745.55,      2900.7,        1556], dtype=float32)]"
175,"[1, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car']","[array([     452.24,      288.19,      1476.7,      2137.1], dtype=float32), array([     3452.1,      902.06,      3692.9,      1117.4], dtype=float32), array([     2850.4,      899.11,      3116.6,      1155.2], dtype=float32), array([     3133.8,      862.71,      3334.4,      1030.8], dtype=float32), array([     1734.4,      745.47,      2909.3,      1550.6], dtype=float32)]"
176,"[1, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car']","[array([     434.89,      280.12,      1466.8,      2137.4], dtype=float32), array([     3453.7,      901.16,      3693.4,      1116.7], dtype=float32), array([       2843,      898.76,        3118,      1154.4], dtype=float32), array([     3131.4,      860.49,      3336.1,        1030], dtype=float32), array([     1756.5,      744.76,      2916.9,      1548.3], dtype=float32)]"
177,"[1, 3, 4, 7, 8]","['person', 'car', 'car', 'car', 'car']","[array([     415.89,      273.34,      1444.7,      2138.2], dtype=float32), array([     3453.6,      901.72,      3691.7,      1113.7], dtype=float32), array([     2840.2,      900.89,      3118.5,      1156.6], dtype=float32), array([     3130.7,      860.25,        3335,        1028], dtype=float32), array([     1776.4,      744.59,        2923,        1547], dtype=float32)]"
